HUC_12,waterid,Year,observed_load_kg_yr,predicted_load_kg_yr,observed_yield_kg_km2_yr,predicted_yield_kg_km2_yr,demiarea,demtarea
70200080803,7020008080310,2010,9745156.051762376,7203569.0,92764.8014742301,68571.2619317235,105.05230321082036,3386.259891664228
70200100606,7020010060610,2010,6980739.751675314,5117806.0,117436.69593484282,86096.63853050463,59.4425762416581,2205.1973158933806
70200080803,7020008080311,2011,11528934.023972154,5224417.0,109744.70498600812,49731.579797118495,105.05230321082036,3386.259891664228
70200100606,7020010060611,2011,6805731.4451121045,2958954.8,114492.53843649129,49778.37413995404,59.4425762416581,2205.1973158933806
70200080803,7020008080312,2012,1887586.6226127965,2443637.8,17968.06509634313,23261.153971046926,105.05230321082036,3386.259891664228
70200100606,7020010060612,2012,2160017.395788308,1650796.8,36337.88325403266,27771.286245886175,59.4425762416581,2205.1973158933806
70200080803,7020008080313,2013,1658516.605526636,2789629.2,15787.532065796813,26554.66957637031,105.05230321082036,3386.259891664228
70200100606,7020010060613,2013,1752893.9577494313,2575133.8,29488.86250527246,43321.36934191816,59.4425762416581,2205.1973158933806
70200080803,7020008080314,2014,2836869.430798042,4598295.5,27004.352537659026,43771.48676856784,105.05230321082036,3386.259891664228
70200100606,7020010060614,2014,2365302.2760388246,3054275.5,39791.382298487784,51381.95033107474,59.4425762416581,2205.1973158933806
70200080803,7020008080315,2015,3188897.1361918324,2744645.5,30355.3281434707,26126.46668480946,105.05230321082036,3386.259891664228
70200100606,7020010060615,2015,2759127.860292845,2528947.8,46416.693803375456,42544.38417538979,59.4425762416581,2205.1973158933806
70200080803,7020008080316,2016,14167946.823647738,5288028.5,134865.6468313247,50337.10198040984,105.05230321082036,3386.259891664228
70200100606,7020010060616,2016,13951938.216305804,6386595.5,234712.87919260992,107441.43177839243,59.4425762416581,2205.1973158933806
70200080803,7020008080317,2017,8345733.178394762,4395052.5,79443.60021927777,41836.802865520716,105.05230321082036,3386.259891664228
70200100606,7020010060617,2017,3976680.358624439,3298402.8,66899.52909271001,55488.893795428026,59.4425762416581,2205.1973158933806
70200080803,7020008080318,2018,11157031.739792123,8806821.0,106204.54191663027,83832.72646889383,105.05230321082036,3386.259891664228
70200100606,7020010060618,2018,9566895.650300696,7074354.5,160943.48958577096,119011.57297153288,59.4425762416581,2205.1973158933806
70200080803,7020008080319,2019,11936238.248209966,10117439.0,113621.86152412256,96308.58811059277,105.05230321082036,3386.259891664228
70200100606,7020010060619,2019,7719547.96436203,7177060.5,129865.63592026944,120739.39175890271,59.4425762416581,2205.1973158933806
70200080803,7020008080320,2020,3003541.835368657,4432809.5,28590.918462216952,42196.21430959185,105.05230321082036,3386.259891664228
70200100606,7020010060620,2020,2717710.157610913,3919377.2,45719.92550528635,65935.52042674173,59.4425762416581,2205.1973158933806
70200091103,7020009110301,2001,24193430.12303189,10026827.0,2344057.202496098,971480.9321377418,10.321177357476268,6277.375111747175
70200091103,7020009110302,2002,3986814.60184816,6190860.5,386275.17615131993,599821.1527210679,10.321177357476268,6277.375111747175
70200091103,7020009110303,2003,5968584.973817202,4507714.0,578285.2834607853,436744.16627816047,10.321177357476268,6277.375111747175
70200091103,7020009110304,2004,10755262.847310487,10506086.0,1042057.7493051008,1017915.4602347562,10.321177357476268,6277.375111747175
70200091103,7020009110305,2005,16634883.947548658,11416538.0,1611723.485741574,1106127.489586282,10.321177357476268,6277.375111747175
70200091103,7020009110306,2006,14817622.44230088,8164267.0,1435652.3416940954,791020.8997703267,10.321177357476268,6277.375111747175
70200091103,7020009110307,2007,10848286.639292112,10593738.0,1051070.6543991347,1026407.9022269973,10.321177357476268,6277.375111747175
